P -200, 700, -230, 0, 0, 0, 3, Original_Map:_Goodurden_<RoI>
P -200, 900, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 1100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 1300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P -200, 1500, 0, 0, 0, 0, 2, Height_Filter:_40/40
L -57.8258, -2073.8259, -266.3041,  14.2197, -2073.8232, -266.3042,  0, 127, 127
L 14.2197, -2073.8232, -266.3042,  14.2152, -2121.8257, -266.3042,  0, 127, 127
L 14.2152, -2121.8257, -266.3042,  84.7518, -2121.8638, -266.3042,  0, 127, 127
L 33.7894, -2054.3416, -266.3033,  -39.6681, -2054.3445, -266.3042,  0, 127, 127
L -39.6681, -2054.3445, -266.3042,  -39.6707, -1979.3534, -266.3042,  0, 127, 127
L -39.6707, -1979.3534, -266.3042,  -35.2563, -1979.3510, -266.3042,  0, 127, 127
L -35.2563, -1979.3510, -266.3043,  -35.2601, -2049.9351, -266.3041,  0, 127, 127
L -35.2601, -2049.9351, -266.3041,  33.8082, -2049.9331, -266.3042,  0, 127, 127
L 33.8082, -2049.9331, -266.3042,  33.7988, -2025.7673, -266.3043,  0, 127, 127
L -62.1502, -2006.2213, -266.3043,  -62.1476, -1958.2139, -266.3041,  0, 127, 127
L -62.1476, -1958.2139, -266.3041,  -111.0000, -1958.2162, -266.3042,  0, 127, 127
L -111.0000, -1958.2108, -266.3042,  -129.6859, -1958.1929, -266.3042,  240, 240, 240
L 81.8505, -2028.7809, -266.3043,  81.8502, -1905.7379, -266.3043,  0, 127, 127
L 81.8502, -1905.7379, -266.3043,  132.8064, -1905.7363, -266.3043,  0, 127, 127
L 132.8064, -1905.7363, -266.3042,  132.8096, -1910.1472, -266.3042,  0, 127, 127
L 132.8096, -1910.1472, -266.3043,  86.2594, -1910.1787, -266.3042,  0, 127, 127
L 86.2594, -1910.1787, -266.3042,  86.2125, -2028.7903, -266.3042,  0, 127, 127
L 81.7965, -2051.2190, -266.3042,  129.7459, -2051.2263, -266.3043,  0, 127, 127
L 129.7459, -2051.2263, -266.3043,  129.7452, -1979.2144, -266.3042,  0, 127, 127
L 129.7452, -1979.2144, -266.3042,  153.7401, -1979.2175, -266.3041,  0, 127, 127
L 153.7401, -1979.2175, -266.3041,  153.6877, -1934.1205, -266.3042,  0, 127, 127
L 153.6877, -1934.1205, -266.3042,  107.1933, -1934.1222, -266.3042,  0, 127, 127
L 107.1933, -1934.1222, -266.3042,  107.1909, -1929.7130, -266.3042,  0, 127, 127
L 107.1909, -1929.7130, -266.3042,  153.7408, -1929.7130, -266.3041,  0, 127, 127
L 153.7408, -1929.7130, -266.3041,  153.7395, -1907.1292, -266.3042,  0, 127, 127
L 153.7395, -1907.1292, -266.3042,  158.1507, -1907.1304, -266.3042,  0, 127, 127
L 158.1507, -1907.1304, -266.3042,  158.1505, -1983.6278, -266.3042,  0, 127, 127
L 158.1505, -1983.6278, -266.3042,  134.1527, -1983.6246, -266.3041,  0, 127, 127
L 134.1527, -1983.6246, -266.3041,  134.1543, -2055.6689, -266.3042,  0, 127, 127
L 134.1543, -2055.6689, -266.3043,  81.7636, -2055.6736, -266.3042,  0, 127, 127
L 105.8976, -1953.7190, -266.3042,  105.8975, -2028.7108, -266.3042,  0, 127, 127
L 110.3057, -2028.7063, -266.3042,  105.8975, -2028.7108, -266.3042,  0, 127, 127
L 110.3057, -2028.7063, -266.3042,  110.3057, -1958.1262, -266.3041,  0, 127, 127
L 110.3057, -1958.1262, -266.3041,  132.8465, -1958.1268, -266.3042,  0, 127, 127
L 132.8435, -1953.7148, -266.3042,  132.8465, -1958.1268, -266.3042,  0, 127, 127
L 132.8435, -1953.7148, -266.3043,  105.8976, -1953.7190, -266.3041,  0, 127, 127
L 84.6705, -1881.8695, -266.3039,  84.6773, -1862.1665, -266.3043,  240, 240, 240
L 107.2397, -1862.1644, -266.3042,  107.2373, -1857.7743, -266.3042,  0, 127, 127
L 107.2397, -1862.1610, -266.3042,  158.1962, -1862.1632, -266.3042,  0, 127, 127
L 107.2397, -1862.1644, -266.3042,  85.0000, -1862.1754, -266.3042,  240, 240, 240
L 153.8899, -2123.2478, -266.3042,  153.8900, -2101.9939, -266.3042,  240, 240, 240
L 87.9637, -2158.6582, -266.4305,  83.1581, -2158.6558, -266.4304,  0, 127, 127
L 83.1581, -2158.6558, -266.4304,  83.1585, -2186.6060, -266.4304,  0, 127, 127
L 74.2425, -2186.6313, -266.4304,  87.7751, -2186.5928, -266.4305,  0, 127, 127
L 87.7787, -2200.1506, -266.4305,  74.2275, -2200.1511, -266.4306,  0, 127, 127
L 87.7751, -2186.5928, -266.4305,  87.7787, -2200.1506, -266.4305,  0, 127, 127
L 74.2275, -2200.1511, -266.4305,  74.2425, -2186.6313, -266.4304,  0, 127, 127
L 74.2313, -2196.6863, -266.4304,  42.6867, -2196.6863, -266.4305,  0, 127, 127
L 42.6867, -2196.6863, -266.4305,  43.3275, -2279.3115, -266.4306,  0, 127, 127
L 43.3275, -2279.3115, -266.4306,  110.2234, -2279.3135, -266.4305,  0, 127, 127
L 110.2259, -2289.8972, -266.4305,  110.2227, -2276.2903, -266.4305,  0, 127, 127
L 110.2227, -2276.2903, -266.4305,  123.7695, -2276.2891, -266.4305,  0, 127, 127
L 123.7695, -2276.2891, -266.4305,  123.7644, -2289.8892, -266.4305,  0, 127, 127
L 123.7684, -2279.1587, -266.4305,  140.2245, -2279.1587, -266.4305,  127, 127, 0
L 140.2302, -2289.8909, -266.4305,  140.2230, -2276.2881, -266.4305,  0, 127, 127
L 140.2230, -2276.2881, -266.4305,  153.7710, -2276.2817, -266.4305,  0, 127, 127
L 153.7710, -2276.2817, -266.4305,  153.7603, -2289.8948, -266.4305,  0, 127, 127
L 153.7686, -2279.3130, -266.4305,  185.3136, -2279.3135, -266.4297,  0, 127, 127
L 185.3136, -2279.3135, -266.4297,  185.3139, -2196.6863, -266.4300,  0, 127, 127
L 185.3139, -2196.6863, -266.4300,  117.7761, -2196.6870, -266.4305,  0, 127, 127
L 117.7600, -2186.6072, -266.4305,  117.7816, -2200.1514, -266.4305,  0, 127, 127
L 117.7816, -2200.1514, -266.4305,  104.2317, -2200.1492, -266.4305,  0, 127, 127
L 104.2317, -2200.1492, -266.4306,  104.2258, -2186.6052, -266.4305,  0, 127, 127
L 104.2258, -2186.6052, -266.4306,  117.7600, -2186.6072, -266.4304,  0, 127, 127
L 108.8409, -2186.6060, -266.4305,  108.8088, -2158.6563, -266.4305,  0, 127, 127
L 108.8088, -2158.6563, -266.4305,  104.1828, -2158.6550, -266.4305,  0, 127, 127
L 104.2249, -2152.4663, -265.9298,  87.7683, -2152.4663, -265.9304,  127, 127, 0
L 140.1674, -2283.8108, -266.3102,  123.8253, -2283.8108, -266.3102,  127, 127, 0
L 123.7644, -2289.8892, -266.3103,  110.2259, -2289.8972, -266.3102,  0, 127, 127
L 118.7430, -2289.8923, -266.3102,  118.7432, -2294.1777, -266.3096,  0, 127, 127
L 110.1803, -2294.1790, -266.3096,  123.8385, -2294.1768, -266.3104,  0, 127, 127
L 123.8385, -2294.1768, -266.3103,  123.8285, -2307.8376, -266.3105,  0, 127, 127
L 123.8285, -2307.8376, -266.3103,  110.1720, -2307.8389, -266.3105,  0, 127, 127
L 110.1720, -2307.8389, -266.3104,  110.1803, -2294.1790, -266.3102,  0, 127, 127
L 110.1742, -2304.7429, -266.3102,  -5.2570, -2304.7429, -265.4717,  0, 127, 127
L 153.8343, -2304.7427, -266.3103,  245.2568, -2304.7429, -265.4717,  0, 127, 127
L 153.8242, -2294.1819, -266.3102,  153.8356, -2307.8367, -266.3104,  0, 127, 127
L 153.8356, -2307.8367, -266.3104,  140.1747, -2307.8381, -266.3105,  0, 127, 127
L 140.1747, -2307.8381, -266.3104,  140.1726, -2294.1753, -266.3104,  0, 127, 127
L 140.1726, -2294.1753, -266.3104,  153.8242, -2294.1819, -266.3104,  0, 127, 127
L 145.2559, -2293.9980, -266.3104,  145.2569, -2289.8923, -266.3102,  0, 127, 127
L 153.7603, -2289.8948, -266.3102,  140.2302, -2289.8909, -266.3104,  0, 127, 127
L -5.2570, -2304.7429, -263.4813,  -5.2566, -2548.9998, -263.4816,  0, 127, 127
L -589.2719, -740.6912, -96.3105,  -589.2731, -733.4927, -96.3104,  0, 0, 240
L -596.0585, -733.4930, -96.3104,  -587.6007, -733.4927, -96.3105,  0, 0, 240
L -587.6007, -733.4927, -96.3105,  -587.5973, -726.9088, -96.3105,  0, 0, 240
L -587.5973, -726.9088, -96.3105,  -596.0616, -726.9029, -96.3105,  0, 0, 240
L -596.0616, -726.9029, -96.3105,  -596.0585, -733.4930, -96.3105,  0, 0, 240
L -596.0605, -729.2507, -96.3105,  -603.5996, -729.2567, -96.3104,  0, 0, 240
L -603.6009, -733.4861, -96.3104,  -603.5989, -726.9056, -96.3105,  0, 0, 240
L -603.5989, -726.9056, -95.8105,  -612.0621, -726.9014, -95.8105,  0, 0, 240
L -612.0621, -726.9014, -96.3105,  -612.0629, -733.4934, -96.3105,  0, 0, 240
L -612.0629, -733.4934, -96.3105,  -603.6009, -733.4861, -96.3104,  0, 0, 240
L -608.5734, -733.4904, -96.3104,  -608.5740, -755.3314, -96.3104,  0, 0, 240
L -608.5732, -755.3311, -96.3104,  -716.0871, -755.3308, -96.3104,  0, 0, 240
L -716.0871, -755.3308, -96.3104,  -716.0665, -684.6687, -96.3105,  0, 0, 240
L -716.0665, -684.6687, -96.3105,  -608.5739, -684.6687, -96.3104,  0, 0, 240
L -608.5739, -684.6687, -96.3104,  -608.5735, -706.5042, -96.3104,  0, 0, 240
L -603.5912, -706.5088, -96.3104,  -612.0594, -706.5010, -96.3105,  0, 0, 240
L -612.0594, -706.5010, -96.3105,  -612.0647, -713.0880, -96.3105,  0, 0, 240
L -612.0647, -713.0880, -95.8104,  -603.6000, -713.0956, -95.8105,  0, 0, 240
L -603.5799, -710.7428, -96.3105,  -596.0613, -710.7433, -96.3104,  0, 0, 240
L -596.0596, -706.5219, -96.3104,  -596.0623, -713.0931, -96.3105,  0, 0, 240
L -596.0623, -713.0931, -96.3105,  -587.6000, -713.0948, -96.3105,  0, 0, 240
L -587.6000, -713.0948, -96.3105,  -587.5964, -706.5029, -96.3105,  0, 0, 240
L -587.5964, -706.5029, -96.3105,  -596.0596, -706.5219, -96.3104,  0, 0, 240
L -589.2731, -706.5067, -96.3104,  -589.2712, -699.2506, -96.3105,  0, 0, 240
L -589.2712, -699.2506, -96.3105,  -597.7417, -699.2563, -96.3105,  0, 0, 240
L -597.7417, -699.2563, -96.3105,  -597.7707, -695.7428, -96.3104,  0, 0, 240
L -597.7707, -695.7428, -96.3104,  -584.2687, -695.7448, -96.3105,  0, 0, 240
L -603.5912, -706.5088, -96.3105,  -603.6000, -713.0956, -96.3105,  0, 0, 240
L -584.2687, -695.7448, -96.3105,  -584.2710, -679.1453, -93.9330,  0, 0, 240
L -584.2710, -679.1453, -93.9330,  -574.9133, -679.1530, -93.9339,  0, 0, 240
L -574.9133, -679.1530, -93.9324,  -574.8605, -664.7893, -93.9339,  0, 0, 240
L -574.8605, -664.7893, -93.9328,  -584.2445, -664.7943, -93.9330,  0, 0, 240
L -584.2445, -664.7943, -93.9330,  -584.2301, -660.8283, -96.3105,  0, 0, 240
L -592.6556, -660.8356, -96.3105,  -579.0013, -660.8237, -96.3105,  0, 0, 240
L -579.0013, -660.8237, -96.3105,  -579.0005, -647.1878, -96.3105,  0, 0, 240
L -579.0005, -647.1878, -96.3105,  -592.6630, -647.1284, -96.3105,  0, 0, 240
L -592.6630, -647.1284, -96.3105,  -592.6556, -660.8356, -96.3104,  0, 0, 240
L -592.6613, -650.2928, -96.3104,  -609.1009, -650.2848, -96.3105,  0, 0, 240
L -608.9695, -655.0745, -96.3105,  -609.1783, -647.4595, -96.3105,  0, 0, 240
L -609.1783, -647.4595, -95.8105,  -617.6072, -647.4554, -95.8105,  0, 0, 240
L -617.6072, -647.4554, -96.3105,  -617.6087, -655.0743, -96.3105,  0, 0, 240
L -617.6087, -655.0743, -96.3105,  -608.9695, -655.0745, -96.3104,  0, 0, 240
L -614.0242, -655.0744, -96.3104,  -614.0309, -676.5992, -94.7306,  0, 0, 240
L -614.0309, -676.5992, -94.5772,  -721.4656, -676.5841, -96.3105,  0, 0, 240
L -721.4656, -676.5841, -96.3105,  -721.8093, -601.4377, -96.3104,  0, 0, 240
L -721.8093, -601.4377, -96.3105,  -614.0250, -601.5472, -94.7046,  0, 0, 240
L -614.0250, -601.5472, -94.7046,  -614.0242, -622.9423, -96.3104,  0, 0, 240
L -609.1483, -622.9438, -96.3104,  -617.6110, -622.9412, -96.3105,  0, 0, 240
L -617.6110, -622.9412, -96.3105,  -617.6066, -630.5628, -96.3105,  0, 0, 240
L -617.6066, -630.5628, -95.8105,  -609.1431, -630.5554, -95.8105,  0, 0, 240
L -609.1001, -627.7369, -96.3105,  -592.6611, -627.7302, -96.3104,  0, 0, 240
L -592.6570, -617.1658, -96.3104,  -592.6625, -630.8239, -96.3105,  0, 0, 240
L -609.1483, -622.9438, -96.3104,  -609.1431, -630.5554, -96.3105,  0, 0, 240
L -592.6625, -630.8239, -96.3105,  -579.0031, -630.8284, -96.3105,  0, 0, 240
L -579.0031, -630.8284, -96.3105,  -578.9996, -617.1658, -96.3105,  0, 0, 240
L -578.9996, -617.1658, -96.3105,  -592.6570, -617.1658, -96.3100,  0, 0, 240
L -584.2393, -617.1658, -96.3100,  -584.2702, -540.7431, -96.3104,  0, 0, 240
L -584.2702, -540.7431, -96.3104,  -536.2574, -540.7431, -96.3104,  0, 0, 240
L -536.2574, -540.7431, -96.3104,  -536.3096, -781.3061, -96.3105,  0, 0, 240
L -554.5873, -599.1214, -93.9322,  -540.1207, -599.1255, -93.9330,  0, 0, 240
L -540.1207, -599.1255, -93.9330,  -540.1208, -613.4879, -93.9333,  0, 0, 240
L -540.1208, -613.4879, -93.9330,  -554.5540, -613.4705, -93.9331,  0, 0, 240
L -554.5540, -613.4705, -93.9327,  -554.5873, -599.1214, -93.9339,  0, 0, 240
L -554.5628, -664.7939, -93.9330,  -540.1326, -664.7936, -93.9330,  0, 0, 240
L -540.1326, -664.7936, -93.9330,  -540.0936, -679.1270, -93.9337,  0, 0, 240
L -540.0936, -679.1270, -93.9324,  -554.5656, -679.1882, -93.9339,  0, 0, 240
L -554.5656, -679.1882, -93.9323,  -554.5628, -664.7939, -93.9340,  0, 0, 240
L -554.6074, -762.7984, -93.9330,  -540.1292, -762.7947, -93.9324,  0, 0, 240
L -554.5445, -777.1514, -93.9319,  -554.6074, -762.7984, -93.9339,  0, 0, 240
L -540.1292, -762.7947, -93.9325,  -540.1022, -777.1808, -93.9339,  0, 0, 240
L -540.1022, -777.1808, -93.9339,  -554.5445, -777.1514, -93.9338,  0, 0, 240
L -477.7119, -1031.7240, -96.3105,  -477.7121, -1024.4756, -96.3105,  0, 0, 240
L -484.4967, -1024.4756, -96.3105,  -476.0389, -1024.4756, -96.3105,  0, 0, 240
L -476.0389, -1024.4756, -96.3105,  -476.0371, -1017.8900, -96.3105,  0, 0, 240
L -476.0371, -1017.8900, -96.3105,  -484.5025, -1017.8871, -96.3105,  0, 0, 240
L -484.5025, -1017.8871, -96.3105,  -484.4967, -1024.4756, -96.3105,  0, 0, 240
L -484.5005, -1020.2390, -96.3105,  -492.0385, -1020.2389, -96.3104,  0, 0, 240
L -492.0421, -1024.4708, -96.3104,  -492.0364, -1017.8889, -96.3105,  0, 0, 240
L -492.0364, -1017.8889, -95.8105,  -500.4991, -1017.8815, -95.8105,  0, 0, 240
L -500.4991, -1017.8815, -96.3105,  -500.5023, -1024.4739, -96.3105,  0, 0, 240
L -500.5023, -1024.4739, -96.3105,  -492.0421, -1024.4708, -96.3105,  0, 0, 240
L -497.0125, -1024.4727, -96.3105,  -497.0124, -1046.3132, -96.3104,  0, 0, 240
L -497.0124, -1046.3132, -96.3104,  -604.5254, -1046.3124, -94.6713,  0, 0, 240
L -604.5254, -1046.3124, -96.3105,  -604.4849, -975.6510, -96.3105,  0, 0, 240
L -604.4849, -975.6510, -96.3105,  -497.0255, -975.6506, -96.3105,  0, 0, 240
L -497.0255, -975.6506, -96.3105,  -497.0125, -997.4125, -96.3105,  0, 0, 240
L -500.4998, -997.4817, -96.3105,  -500.5009, -1004.0726, -96.3105,  0, 0, 240
L -500.5009, -1004.0726, -95.8105,  -492.0368, -1004.0739, -95.8105,  0, 0, 240
L -492.0368, -1004.0739, -96.3105,  -492.0409, -997.4940, -96.3105,  0, 0, 240
L -492.0383, -1001.7256, -96.3105,  -484.5184, -1001.7246, -96.3105,  0, 0, 240
L -484.6099, -997.5013, -96.3105,  -484.4675, -1004.0756, -96.3105,  0, 0, 240
L -484.4675, -1004.0756, -96.3105,  -476.0381, -1004.0793, -96.3105,  0, 0, 240
L -476.0381, -1004.0793, -96.3105,  -476.0365, -997.4863, -96.3105,  0, 0, 240
L -492.0409, -997.4940, -96.3105,  -500.4998, -997.4817, -96.3105,  0, 0, 240
L -476.0365, -997.4863, -96.3105,  -484.6099, -997.5013, -96.3105,  0, 0, 240
L -477.7115, -997.4893, -96.3105,  -477.7122, -990.2386, -96.3105,  0, 0, 240
L -477.7122, -990.2386, -96.3105,  -486.1641, -990.2386, -96.3105,  0, 0, 240
L -486.1641, -990.2386, -96.3105,  -486.2094, -986.7760, -96.3105,  0, 0, 240
L -486.2094, -986.7760, -96.3105,  -472.7052, -986.7164, -96.3105,  0, 0, 240
L -472.7052, -986.7164, -96.3105,  -472.7102, -950.7257, -96.3105,  0, 0, 240
L -472.7102, -950.7257, -96.3105,  -464.2119, -950.7252, -96.3105,  0, 0, 240
L -464.2119, -950.7252, -96.3105,  -464.2094, -943.4756, -96.3105,  0, 0, 240
L -470.9964, -943.4708, -96.3105,  -462.5384, -943.4767, -96.3105,  0, 0, 240
L -462.5384, -943.4767, -96.3105,  -462.5367, -936.8892, -96.3105,  0, 0, 240
L -462.5367, -936.8892, -96.3105,  -471.0022, -936.8860, -96.3105,  0, 0, 240
L -471.0022, -936.8860, -96.3105,  -470.9964, -943.4708, -96.3104,  0, 0, 240
L -471.0002, -939.2393, -96.3104,  -478.5330, -939.2399, -96.3105,  0, 0, 240
L -478.5060, -943.4720, -96.3105,  -478.5480, -936.8849, -96.3105,  0, 0, 240
L -478.5480, -936.8849, -95.8105,  -486.9991, -936.8849, -95.8105,  0, 0, 240
L -486.9991, -936.8849, -96.3105,  -487.0023, -943.4737, -96.3105,  0, 0, 240
L -487.0023, -943.4737, -96.3105,  -478.5060, -943.4720, -96.3105,  0, 0, 240
L -483.5126, -943.4730, -96.3105,  -483.5125, -965.3127, -96.3105,  0, 0, 240
L -483.5125, -965.3127, -96.3105,  -591.0260, -965.3130, -96.3104,  0, 0, 240
L -591.0260, -965.3130, -96.3104,  -591.0258, -894.6509, -96.3104,  0, 0, 240
L -591.0258, -894.6509, -96.3104,  -483.5121, -894.6511, -96.3104,  0, 0, 240
L -483.5121, -894.6511, -96.3104,  -483.5125, -916.4861, -96.3105,  0, 0, 240
L -478.5406, -916.4918, -96.3105,  -486.9986, -916.4821, -96.3105,  0, 0, 240
L -486.9986, -916.4821, -96.3105,  -487.0023, -923.0728, -96.3105,  0, 0, 240
L -487.0023, -923.0728, -95.8105,  -478.5365, -923.0735, -95.8105,  0, 0, 240
L -478.5365, -923.0735, -96.3105,  -478.5406, -916.4918, -96.3105,  0, 0, 240
L -478.5380, -920.7256, -96.3105,  -470.9999, -920.7256, -96.3105,  0, 0, 240
L -470.9940, -916.4984, -96.3105,  -471.0032, -923.0764, -96.3105,  0, 0, 240
L -471.0032, -923.0764, -96.3105,  -462.5387, -923.0758, -96.3105,  0, 0, 240
L -462.5387, -923.0758, -96.3105,  -462.5374, -916.4867, -96.3105,  0, 0, 240
L -462.5374, -916.4867, -96.3105,  -470.9940, -916.4984, -96.3105,  0, 0, 240
L -464.2113, -916.4890, -96.3105,  -464.2121, -913.1618, -96.3105,  0, 0, 240
L -456.3273, -913.1328, -96.3105,  -456.3282, -905.9109, -96.3104,  0, 0, 240
L -456.3282, -905.9109, -96.3104,  -454.6558, -905.9131, -96.3105,  0, 0, 240
L -454.6558, -905.9131, -96.3105,  -454.6517, -899.3192, -96.3105,  0, 0, 240
L -454.6517, -899.3192, -96.3105,  -457.2845, -899.3250, -96.3105,  0, 0, 240
L -457.2845, -899.3250, -96.3105,  -457.2851, -885.5114, -96.3105,  0, 0, 240
L -457.2851, -885.5114, -96.3105,  -454.6544, -885.5138, -96.3105,  0, 0, 240
L -464.2116, -913.1989, -96.3105,  -456.3273, -913.1328, -96.3105,  0, 0, 240
L -454.6544, -885.5138, -96.3105,  -454.6524, -878.9525, -96.3105,  0, 0, 240
L -456.3279, -878.8760, -96.3105,  -456.3255, -871.6740, -96.3105,  0, 0, 240
L -464.2120, -871.6420, -96.3105,  -464.2124, -866.4755, -96.3104,  0, 0, 240
L -470.9980, -866.4692, -96.3104,  -462.5381, -866.4770, -96.3105,  0, 0, 240
L -462.5381, -866.4770, -96.3105,  -462.5360, -859.8901, -96.3105,  0, 0, 240
L -462.5360, -859.8901, -96.3105,  -471.0014, -859.8870, -96.3105,  0, 0, 240
L -471.0014, -859.8870, -96.3105,  -470.9980, -866.4692, -96.3105,  0, 0, 240
L -471.0002, -862.2396, -96.3105,  -478.5389, -862.2392, -96.3105,  0, 0, 240
L -478.5437, -866.4736, -96.3105,  -478.5362, -859.8879, -96.3105,  0, 0, 240
L -478.5362, -859.8879, -95.8105,  -487.0010, -859.8836, -95.8105,  0, 0, 240
L -487.0010, -859.8836, -96.3105,  -487.0016, -866.4728, -96.3105,  0, 0, 240
L -487.0016, -866.4728, -96.3105,  -478.5437, -866.4736, -96.3105,  0, 0, 240
L -483.5125, -866.4731, -96.3105,  -483.5155, -888.3135, -96.3105,  0, 0, 240
L -483.5155, -888.3135, -96.3105,  -591.0261, -888.3134, -96.3105,  0, 0, 240
L -591.0261, -888.3134, -96.3105,  -591.0259, -817.6511, -96.3105,  0, 0, 240
L -591.0259, -817.6511, -96.3105,  -483.5123, -817.6517, -96.3105,  0, 0, 240
L -483.5123, -817.6517, -96.3105,  -483.5121, -839.4815, -96.3105,  0, 0, 240
L -478.5410, -839.4631, -96.3105,  -487.0003, -839.4944, -96.3105,  0, 0, 240
L -487.0003, -839.4944, -96.3105,  -487.0028, -846.0715, -96.3105,  0, 0, 240
L -487.0028, -846.0715, -95.8105,  -478.5366, -846.0759, -95.8105,  0, 0, 240
L -478.5366, -846.0759, -96.3105,  -478.5410, -839.4631, -96.3105,  0, 0, 240
L -478.5382, -843.7257, -96.3105,  -471.0006, -843.7257, -96.3105,  0, 0, 240
L -471.0025, -839.4941, -96.3105,  -470.9996, -846.0748, -96.3105,  0, 0, 240
L -470.9996, -846.0748, -96.3105,  -462.5377, -846.0774, -96.3105,  0, 0, 240
L -462.5377, -846.0774, -96.3105,  -462.5359, -839.4879, -96.3105,  0, 0, 240
L -462.5359, -839.4879, -96.3105,  -471.0025, -839.4941, -96.3104,  0, 0, 240
L -464.2117, -839.4891, -96.3104,  -464.2091, -831.7254, -96.3105,  0, 0, 240
L -464.2091, -831.7254, -96.3105,  -424.6963, -831.7264, -96.3105,  0, 0, 240
L -424.6963, -831.7264, -96.3105,  -424.7856, -1072.3438, -96.3105,  0, 0, 240
L -464.2120, -871.6743, -96.3105,  -456.3255, -871.6740, -96.3105,  0, 0, 240
L -456.3284, -878.9175, -96.3105,  -454.6524, -878.9525, -96.3105,  0, 0, 240
L -380.7399, -1177.6528, -147.2532,  -380.7402, -1199.7776, -134.8031,  0, 0, 240
L -380.7402, -1199.7776, -134.8031,  -380.7371, -1223.2635, -134.6808,  0, 0, 240
L -380.7371, -1223.2635, -134.6808,  -407.2283, -1223.2620, -134.6808,  0, 0, 240
L -407.2283, -1223.2620, -134.6808,  -431.8722, -1223.2612, -113.0992,  0, 0, 240
L -431.8722, -1223.2612, -113.0992,  -470.2246, -1223.2626, -113.0425,  0, 0, 240
L -470.2246, -1223.2626, -113.0425,  -470.2504, -1200.7159, -113.0425,  0, 0, 240
L -470.2504, -1200.7159, -113.0425,  -470.2468, -1176.8209, -96.3101,  0, 0, 240
L -461.7512, -1160.7499, -96.3101,  -461.7530, -1153.5005, -96.3101,  0, 0, 240
L -468.5410, -1153.5010, -96.3101,  -460.0802, -1153.5004, -96.3101,  0, 0, 240
L -460.0802, -1153.5004, -96.3101,  -460.0767, -1146.9138, -96.3101,  0, 0, 240
L -460.0767, -1146.9138, -96.3102,  -468.5409, -1146.9120, -96.3101,  0, 0, 240
L -468.5409, -1146.9120, -96.3101,  -468.5410, -1153.5010, -96.3101,  0, 0, 240
L -468.5409, -1149.2638, -96.3101,  -476.0796, -1149.2639, -96.3101,  0, 0, 240
L -476.0837, -1153.4958, -96.3101,  -476.0773, -1146.9108, -96.3101,  0, 0, 240
L -476.0773, -1146.9108, -95.8101,  -484.5403, -1146.9091, -95.8101,  0, 0, 240
L -484.5403, -1146.9091, -96.3101,  -484.5434, -1153.4987, -96.3101,  0, 0, 240
L -481.0539, -1153.6261, -96.3101,  -481.0540, -1175.3379, -96.3101,  0, 0, 240
L -481.0540, -1175.3379, -96.3101,  -588.5670, -1175.3370, -96.3101,  0, 0, 240
L -588.5670, -1175.3370, -96.3101,  -588.5527, -1104.6757, -96.3101,  0, 0, 240
L -588.5527, -1104.6757, -96.3101,  -481.0530, -1104.6760, -96.3101,  0, 0, 240
L -481.0530, -1104.6760, -96.3101,  -481.0531, -1126.4928, -96.3101,  0, 0, 240
L -476.0803, -1126.4127, -96.3101,  -484.5421, -1126.5488, -96.3101,  0, 0, 240
L -484.5421, -1126.5488, -96.3102,  -484.5427, -1133.0977, -96.3101,  0, 0, 240
L -484.5427, -1133.0977, -95.8101,  -476.0780, -1133.0974, -95.8101,  0, 0, 240
L -476.0780, -1133.0974, -96.3101,  -476.0803, -1126.4127, -96.3101,  0, 0, 240
L -476.0789, -1130.7501, -96.3101,  -468.5406, -1130.7501, -96.3101,  0, 0, 240
L -468.5364, -1126.5133, -96.3101,  -468.5429, -1133.0991, -96.3101,  0, 0, 240
L -468.5429, -1133.0991, -96.3101,  -460.0751, -1133.1029, -96.3101,  0, 0, 240
L -460.0789, -1126.5133, -96.3101,  -460.0751, -1133.1029, -96.3101,  0, 0, 240
L -461.7526, -1126.4950, -96.3101,  -461.7523, -1119.2610, -96.3101,  0, 0, 240
L -461.7523, -1119.2610, -96.3101,  -470.2373, -1119.2639, -96.3101,  0, 0, 240
L -470.2373, -1119.2639, -96.3101,  -470.2506, -1115.7498, -96.3101,  0, 0, 240
L -470.2506, -1115.7498, -96.3101,  -407.2539, -1115.7498, -96.3101,  0, 0, 240
L -433.0941, -1182.1508, -93.9338,  -418.6191, -1182.1123, -93.9339,  0, 0, 240
L -418.6191, -1182.1123, -93.9330,  -418.5773, -1196.4954, -93.9339,  0, 0, 240
L -433.0309, -1196.5023, -93.9318,  -433.0941, -1182.1508, -93.9339,  0, 0, 240
L -418.5773, -1196.4954, -93.9338,  -433.0309, -1196.5023, -93.9330,  0, 0, 240
L -407.2539, -1115.7498, -96.3102,  -407.3935, -1200.7512, -96.3102,  0, 0, 240
L -476.0837, -1153.4958, -96.3102,  -484.5434, -1153.4987, -96.3102,  0, 0, 240
L -468.5364, -1126.5133, -96.3102,  -460.0789, -1126.5133, -96.3102,  0, 0, 240
L -407.2473, -1178.3926, -149.0825,  -407.2493, -1200.7513, -135.7823,  0, 0, 240
